Word,Valence,Arousal,Dominance,Frequency
crest,4.9,3.39,6.06,107
cretin,4.47,3.71,4.95,51
crevice,4.67,4.58,4.62,21
crew,5.83,3.38,5,2424
crewman,5.14,3.2,4.91,50
crib,6.43,4.26,4.77,316
cricket,5.71,3.22,4.88,144
crime,1.95,5.68,3.31,3633
criminal,2.11,4.49,4.09,1758
crimp,4.95,3.41,4.37,22
crimson,5.67,4.52,5.04,67
cringe,3.24,5.85,3.57,23
cripple,2.47,4.05,2.61,194
crippling,2.71,4.88,2.74,37
crisis,2.05,6.29,3.77,849
crisp,5.23,3.95,6.14,161
crispy,6.18,5,6.08,116
critic,4.1,4.25,4.86,192
critical,3.95,4.95,4.22,625
criticism,3.84,5.95,4.17,155
criticize,2.41,5.27,4.7,110
critique,4.8,3.85,6,25
critter,5.4,4.05,4.43,65
croak,3.29,4.52,3.58,59
crock,5.1,4.32,5.58,103
crocodile,3.15,6.48,3.47,115
croissant,7,4.5,6.04,45
crook,2.86,4.62,3.82,289
crooked,3.17,4.18,3.18,290
crop,5.88,3.19,5.09,248
croquet,5.63,3.5,5.64,44
cross,5.67,3.05,4,2807
cross country,5.8,4.65,5.96,0
crossbow,4.91,5.38,5.96,56
crossfire,4.16,5.9,4.65,46
crossover,5.44,3.95,5.7,20
crosswalk,5.25,3.52,5.88,21
crossword,6.58,3.74,5.84,89
crotch,4.62,4.96,5,140
crouch,4.79,4.05,4.87,38
crow,4.32,3.55,5.4,227
crowbar,4.81,3.61,5.45,66
crowd,4.48,5.15,5.21,1906
crowded,3.2,3.95,3.45,456
crown,6,4.52,5.62,698
crucial,5.16,4.14,4.91,234
crucifix,4.1,4.19,4.8,60
crucifixion,2.82,5.62,3.83,38
crucify,2.26,5.6,3.11,111
crud,4.05,3.89,4.1,52
crude,3.24,4.51,3.35,155
cruel,2.73,5.07,4.78,936
cruelty,2.37,5.9,2.64,166
cruise,6.47,4.32,5.68,626
cruise ship,7.05,4.42,4.65,0
cruiser,5.32,2.9,5.7,162
crumb,5.14,2.95,4.62,92
crumble,4.25,4,4.14,71
crummy,3.9,4.26,4.38,171
crunch,4.79,4.17,5,179
crunchy,5.86,4.45,5.52,48
crusade,4.24,6.2,4.71,194
crusader,5.63,5.09,4.63,57
crush,4.72,5.6,3.96,857
crushed,2.87,5.07,4.24,431
crusher,4.8,4.65,4.29,56
crust,5.76,3.62,5.96,166
crusty,4.29,3.17,4.75,54
crutch,3.64,3.67,4.08,67
cry,3.22,5.45,2.56,3348
crybaby,2.95,5.05,3.21,67
crypt,2.67,4.13,4,70
cryptic,3.86,5.53,4.33,53
crystal,6.75,4.1,6.72,823
cub,6.71,3.95,4.24,107
cubby,5,3.71,5.65,40
cube,4.75,3.09,5.53,152
cubic,4.7,3,5.6,44
cubicle,3.8,3.05,3.86,131
cuckoo,4.79,4.57,4.53,151
cucumber,6.47,3.17,5.86,101
cuddle,7.6,3.83,6.65,110
cue,5.84,4.35,4.62,397
cuff,4.81,3.56,4.16,291
cuisine,6.88,4.51,5.75,99
culinary,6.33,4.5,5.85,61
culmination,5.85,3.43,5.2,21
culprit,2.9,5.54,3.82,55
cult,2.77,5.48,3.61,227
cultivate,5.73,3.81,6.23,48
cultural,6.9,4.55,5.41,202
culture,6.28,4.06,5.71,711
cultured,6.15,3.33,6.4,49
cunning,5.05,4.9,6.58,207
cunt,3.7,6.1,3.24,350
cup,5.94,2.6,5.28,2634
cupboard,4.81,3.52,5.65,127
cupcake,6.9,4.22,5.85,167
curator,6.42,2.73,5.11,47
curb,4.65,3.59,5.47,209
curd,5.19,4.37,4.72,22
cure,7.81,4.5,5.45,1063
curfew,4.14,4,5,234
curiosity,6.37,5.9,6.21,435
curious,6.58,5.74,6.88,1337
curl,5.72,3.05,5.4,120
curling,5,4.43,5.47,49
currency,5.9,4.05,5.3,186
current,5.53,3.25,5.9,869
curriculum,5.3,3.56,4.08,70
curry,5.4,3.17,5.5,124
curse,2.9,5.2,5.15,929
curt,4.05,3.2,4.32,136
curtain,5.36,3.62,6.29,525
curtsy,6.35,4.6,5.76,29
curve,5.81,4.52,5.14,235
curved,5.24,3.91,5.7,31
cushion,5.9,2.76,6.44,110
cushy,5.95,4.23,5.81,36
cuss,4,6.25,5.35,54
custard,5.45,3.5,5.96,64
custodial,5.05,3.42,4.9,20
custodian,3.79,2.67,4.45,49
custody,4.74,4.14,5.54,982
custom,5.29,4,5.56,316
customary,5,3.44,4.94,111
customer,5.86,3.4,6.16,775
customized,6.91,4.87,6.58,31
cut,3.9,5.07,4.55,11718
cute,7.56,5.05,6.02,4475
cutie,7.43,4.62,5.44,147
cutlass,5,4.55,5.26,26
cutoff,3.14,3.92,5,30
cutter,4.05,4.35,5.88,239
cutthroat,3.14,5.65,4.27,42
cutting board,5.35,3.83,6.25,0
cyanide,2.7,5.72,4.92,92
cyberspace,5.73,5.04,5.37,24
cycle,5.64,4.42,5.81,300
cyclone,3.47,5.09,3.18,24
cylinder,5.45,3.14,4.57,80
cynic,3.45,4.68,4.81,56
cynical,3.3,4.78,4.95,187
cynicism,3.41,5,4.79,46
cyst,2.5,4.28,3.17,22
czar,4.53,4.79,4.36,35
dab,5,3.11,5.62,57
dabble,5.48,3.05,5.41,29
dad,7.14,4.05,6.12,25870
daddy,7.27,4.24,5.78,9439
daft,4.5,2.75,4.82,68
dagger,4.38,5.79,4.83,251
daily,5.74,4.2,5.38,797
dainty,6.42,2.7,5.2,61
daiquiri,5.68,4.95,5.29,41
dairy,6.09,3.9,6.39,142
daisy,7.48,3.95,5.37,689
dam,4.58,3.67,5.26,293
damage,2.98,4.86,3.46,1686
dame,6.1,4.22,5.54,702
damn,4.32,5.1,4.39,14460
damnation,3.14,5.77,3.55,67
damp,4.05,2.8,3.95,149
damper,4.3,3.59,4.55,43
damsel,5.74,4.44,4.29,45
dance,7.27,5.48,6.28,7550
dancer,6.64,4.52,5.78,831
dandruff,3.05,4.41,3.57,41
dandy,6.55,4,6.12,224
danger,2.66,5.84,3.64,2227
dangerous,2.33,6.81,2.56,3817
dangle,4.76,4.25,3.95,68
dare,4.67,5.6,4.17,2826
daredevil,4.89,6.33,5.28,33
daresay,5.35,3.76,4.88,25
daring,6,6.14,6.04,214
dark,5.08,4.09,4.61,4519
darken,4.45,3.86,5.76,20
darkened,3.37,3.77,3.92,40
darkness,4.71,4.08,4.82,892
darkroom,4.9,3.61,5.76,44
darling,7.32,3.95,5.44,6613
darn,3.81,3.17,5.56,709
dart,4.76,3.87,5.61,98
dash,5.05,4.29,5.86,308
dashboard,5.25,3.15,5.32,50
dashing,6.62,4.28,6.05,115
database,4.75,3.33,6.12,290
date,7.18,4.33,5.11,7218
daughter,6.73,5,5.06,8739
dawdle,4.77,3.29,4.86,30
dawn,6.74,3.1,4.98,1301
day,6.36,3.62,5.59,40893
daybreak,7.16,3.95,5.3,70
daycare,5.35,3.39,4.92,77
daydream,7.15,3.2,6.77,49
daylight,6.95,4.05,5.88,488
daytime,7.58,4,5.58,193
daze,4.14,4.5,4.58,28
dazzle,6.46,4.96,5.88,51
dazzling,6.5,6.36,6.16,66
deacon,5.09,3.87,5.11,146
deactivate,3.95,4.58,6.19,58
dead,2.02,3.91,2.66,22898
deadbeat,2.81,4.32,3.89,88
deadline,3.19,5.74,4.53,299
deadly,1.9,5.04,3.73,504
deaf,3.19,4.27,2.86,741
deafening,3.71,4.56,3.63,22
deal,6.14,3.9,6.12,13330
dealer,4.18,5.42,5,831
dealership,5.15,2.9,4.41,66
death,1.89,5.53,3.42,11051
deathbed,1.79,4.05,2.96,68
deathly,1.95,6.05,2.95,28
debacle,4.2,4.78,4.06,34
debatable,5.62,5.8,4.86,23
debate,4.95,4.86,5.96,474
debauchery,4.21,5.28,3.88,23
debilitating,3,4.41,3,29
debrief,4.59,3.61,5.58,58
debriefing,5.05,3.48,5.41,54
debris,4.2,4.23,4.68,159
debt,1.95,5.93,3.71,725
debut,5.81,3.41,5.52,132
debutante,5,4.23,5.81,68
decade,4.75,3.61,4.79,247
decadence,5.21,4.32,6.12,29
decadent,6.09,4.05,5.45,60
decaf,3.62,3,5.41,122
decathlon,4.67,4.5,5.71,20
decay,2.4,4.59,2.84,105
decaying,2.81,4.68,3.14,36
deceased,2.73,4.86,2.64,321
deceit,2.89,5.62,4.24,95
deceitful,2.6,5.18,4.11,58
deceive,2.95,5.9,4.58,174
decency,5.55,3.36,6.21,236
decent,6.27,4.15,6.74,1433
deception,2.36,5.79,3.81,160
deceptive,3.73,4.95,3.86,26
decide,6.28,3.1,6.28,2571
decimal,4.68,3.35,5.52,42
decimeter,4.82,2.5,4.76,0
decipher,5.09,4.39,5.68,87
decision,5.5,3.43,6.89,2808
decisive,6.78,3.95,5.76,66
deck,5.68,3.25,5.38,1212
declaration,5.67,4.24,5.24,180
declare,5.42,4.4,6.13,386
decline,3.19,3.6,3.71,152
decode,5.5,4.59,6.58,55
decoder,6.21,3.43,5.57,22
decompose,2.42,4.17,3.4,24
decomposition,3.16,4,3.89,26
decompress,4.43,3.52,4.79,27
decompression,3.75,2.91,4.78,28
decontamination,4.33,4.96,5,24
decor,5.95,3.38,7.32,52
decorate,6.26,4.33,6.95,118
decoration,6.71,4.05,6.4,94
decorative,7.52,4.76,6.45,44
decorator,6.43,3.15,5.64,107
decorum,5.5,2.91,5.73,42
decoy,4.61,3.91,4.95,182
decrease,4.16,3.05,3.68,60
decree,5.33,3.9,4.53,98
decrepit,3.05,4.83,3.46,25
decryption,4.81,4.12,4.95,29
dedicate,6.48,3.35,5.73,124
dedication,7.38,4.36,7.18,173
deduce,5.29,3.04,5.67,29
deduct,4.24,4.11,4.86,55
deductible,4.71,4.29,5,46
deduction,5.14,3.23,5.22,87
deed,5.89,3,5.92,475
deejay,5.91,3.95,5.68,31
deem,4.74,3.29,5.57,30
deep,5.44,3.9,4.94,3896
deer,6.89,3.95,4.89,444
defamation,2.9,5.62,2.56,29
default,4.16,4.57,4.7,51
defeat,3.74,4.14,3.87,580
defeated,2.59,4.73,2.43,284
defeatist,3.37,3.5,3.35,21
defect,2.89,4.14,3.37,126
defective,3.52,4.17,3.67,110
defend,6.3,4.55,6.64,959
defendant,4.05,4.14,3.95,904
defender,5.05,3.76,4.9,152
defense,5.36,5.11,5.53,1665
defenseless,2.68,4.9,3.95,68
defensive,4.65,4.28,4.08,278
defer,4.5,2.7,4.08,30
defiance,4.15,5.86,5.44,57
defiant,4.12,5.9,6.02,47
defibrillator,3.45,5,5.05,24
deficiency,2.74,4.2,4.15,53
deficient,3.63,3.56,3.88,28
deficit,2.95,4.19,4.18,55
define,5.57,3.95,5.31,318
definite,5.79,4.19,5.39,314
definition,5.63,3.14,5.68,296
definitive,5.57,3.83,5.24,99
deflect,5.1,3.68,5.37,27
deformed,2.26,4.27,3.05,66
deformity,3.18,4.71,3.82,21
defrost,4.86,3.48,5.81,21
defuse,5.78,4.68,5.77,38
defy,4.84,5.43,5.3,158
degenerate,2.7,4.68,2.95,93
degeneration,3.48,4.18,3.67,20
degradation,2.85,4.26,3.39,39
degrade,2.62,4.95,4.4,34
degree,5.63,4.1,5,759
dehydration,3.38,4.68,3.32,40
delay,3.45,3,3.68,562
delayed,3.05,4.05,3.27,274
delegate,5.15,3.72,6.32,73
delegation,5.2,3.62,5.76,70
delete,4,3.71,5.39,90
deli,5.42,4.3,4.79,108
deliberate,4.8,3.48,6.12,145
deliberation,5.19,3.95,4.8,20
delicacy,7,5,5.52,71
delicate,6.38,3.09,5.04,485
delicatessen,6.4,4.45,6.54,41
delicious,7.38,4.92,5.8,1098
delight,8.21,5.02,7.29,288
delighted,7.74,5,6.22,660
delightful,7.38,6.16,6.76,469
delinquency,2.55,5.27,4.14,23
delinquent,3.45,4.9,2.86,71
delirious,4.32,5.81,4.61,135
delirium,3.4,4.94,3.27,36
deliver,6,4.75,6.74,1446
deliverance,5.73,3.95,6.05,30
delivery,6,4.04,5.37,1017
delta,5.3,3.32,6.15,425
delude,3.62,3.95,4.35,22
deluge,4.1,4.7,4.11,20
delusion,3.3,4.6,3.91,138
delusional,3.29,5.8,3.81,142
deluxe,6.76,4.96,6.59,98
demand,4.1,5.85,5.14,873
demeaning,2.62,3.74,4.17,44
demeanor,5.32,2.9,5.3,54
demented,3.11,4.86,4.36,91
dementia,2.85,5.05,1.68,66
demise,3,4.18,3.17,87
demo,5.65,3.91,5.57,168
democracy,6.16,5.05,5.58,337
democrat,5.54,5.65,5.61,86
democratic,5.7,4.33,6.62,181
demographic,4.41,3.73,5.75,44
demolish,2.67,4.5,4.45,27
demolition,3.91,5.23,4.38,144
demon,3,5.34,3.4,1593
demonic,3.05,6.24,3.52,154
demonstrate,5.47,4.14,6,238
demonstration,5.5,3.53,5.2,366
den,5.11,2.86,5.68,312
deniability,3.89,4.5,5.71,29
denial,3.57,4.85,4.05,268
denim,6,3.67,5.76,33
denominator,4.61,4.09,5.25,28
denounce,4.24,4.08,4,44
dense,4.68,3.59,5.08,108
density,5.15,3.55,4.55,73
dent,3.52,3.46,4.95,180
dental,4.73,4.79,3.62,315
dentist,3.84,4.37,4.7,571
deny,3.81,5.63,4.29,1091
deodorant,6.09,3.73,6.33,82
depart,4.05,3.9,4.36,109
department,5.33,2.5,4.83,3256
departmental,4.67,4.12,4.71,42
departure,4.05,3.65,5.09,275
depend,5,4.45,6.21,504
dependable,7.24,3.5,6.3,85
dependence,3.6,3.55,4,21
dependency,3.71,4.26,3.71,26
dependent,4.5,3.73,4.37,114
depict,4.74,3.88,5.71,27
deplorable,3.9,4.73,4,47
deploy,4.25,4.96,4.9,135
deployment,3.32,5.95,3.71,64
deport,3.14,3.84,3.73,40
deportation,3.57,4.42,4.04,40
depose,4.2,4.3,5,21
deposit,6.25,4.5,6.37,551
deposition,3.53,4.18,4.12,153
depository,4.76,4.05,5.58,50
depot,5.18,3.19,5.45,150
depravity,3.05,4.36,3.89,34
depress,2.47,3.14,3.67,36
depressed,2.27,4.25,3.91,830
depressing,2.48,3,3.57,324
depression,2.44,5.2,3.33,406
depressive,2.64,3.48,3.64,22
deprivation,2.58,4.57,3.38,40
deprive,3.37,3.72,4.24,67
depth,5.8,4.35,5.24,421
deputy,5.3,4.05,5.52,798
derail,3.86,4.85,4.22,29
derelict,3.78,4.4,4.22,40
derivative,4.7,3.72,4.59,39
derive,4.72,2.9,5.95,35
dermatologist,6,3.61,4.53,28
derogatory,2.7,3.95,3.68,31
descend,4.67,3.17,5.4,98
descendant,5.26,4.24,5.48,55
descent,5.3,3.9,4.32,132
describe,5.9,2.95,5.55,866
description,5.24,3.64,5.54,645
descriptive,5.74,3.45,6.48,20
desecrate,3.05,4.12,4.1,20
desecration,2.94,5.1,3.84,23
desert,5.36,3.5,5.58,1427
deserter,3.27,4.97,4.31,37
desertion,4,3.67,4.05,38
deserve,6.77,4.5,6.32,2230
deserving,6.7,4.35,7.17,50
design,6.8,3.95,5.8,826
designate,5.62,4.6,5.61,31
designated,5.1,3.85,5.14,132
designer,5.57,5,5.44,267
desirable,6.95,6.25,6.15,99
desire,7.05,6.2,6.07,1034
desk,5.56,2.45,5.72,2239
desolate,2.95,3.22,2.94,50
desolation,2.91,4.04,4.25,31
despair,3.61,4.64,4.05,299
despairing,3,4.91,3.64,10
desperado,4.4,3.41,4.14,22
desperate,3.19,5,3.21,1310
desperation,2.55,6.3,4,154
despicable,2.76,4.86,3.24,107
despise,3.08,4.77,4.38,230
despondent,3.81,4.64,3.46,24
dessert,7.2,5.5,5.73,715
destination,6.4,4.57,6.52,300
destiny,6.73,4.76,5.45,1175
destitute,2.11,4.2,4.3,36
destroy,2.67,5.16,4.3,2406
destroyer,2.16,6.09,3.67,185
destruct,3.5,6.09,4.42,31
destruction,2.53,5.62,3.78,587
destructive,3.11,6.38,4.85,122
detach,4.5,3.19,5.5,34
detached,3.65,3.6,4.95,79
detachment,4.3,3.32,5.93,65
detail,5.67,3.81,7.14,989
detailed,6.1,4.35,5.47,200
detain,3,4.25,4.86,93
detect,5.09,4.57,6.32,261
detection,4.63,3.95,5.11,85
detective,5.06,4.55,4.39,3117
detector,4.42,4.52,5.59,166
detention,3.28,4.57,4.2,333
deter,4.05,3.86,5.13,20
detergent,5.42,3.25,5.6,52
deteriorate,3.64,4.86,3.85,27
deteriorating,2.63,5.52,4.18,33
deterioration,2.89,5,2.73,26
determination,7.58,5.52,7.06,142
determine,6,4.68,7.09,428
deterrent,4.58,4.23,4.89,22
detest,3.05,5.09,4.65,73
detonate,3.26,6.1,3.33,106
detonation,3.4,4.83,5,93
detonator,4.3,5.39,5.29,121
detour,3.86,4.58,4.05,107
detriment,3.67,4.4,4.47,26
deuce,4.53,3.5,4.96,146
devastating,2.09,5.5,3.96,139
devastation,2.91,5.48,3.09,49
develop,6.05,4.5,6.71,490
developer,5.89,3.75,5.29,46
development,5.25,4.23,6.68,625
deviant,3.35,5.62,4.38,54
deviate,5.1,4.27,5.19,38
deviation,4.9,4.7,4.94,37
device,5.79,3.42,5.95,926
devil,3.11,5.4,3.84,2108
deviled,3.37,4.24,4.25,29
devilish,4.22,6.38,5.43,26
devious,3.57,3.83,5.16,89
devise,4.45,4.48,5.15,32
devoid,3.61,3.22,3.82,36
devote,5.53,4.05,7.05,100
devoted,7.16,4.22,6.21,409
devotion,6,4.73,6.3,211
devour,5.21,6.06,4.95,54
devout,4.48,4.13,5.89,38
dew,4.79,3.04,5.67,109
dexterity,6.35,3.26,6.08,21
diabetes,2.74,4.04,3.11,166
diabetic,3,3.86,2.73,113
diabolical,3.23,5.32,3.3,55
diagnose,5,3.72,4.71,53
diagnosis,4.62,4,3.55,219
diagnostic,4.81,4.57,4.33,72
diagonal,5.17,3.29,5.13,27
diagram,5.47,3.71,6.13,65
dial,4.63,3.76,6.89,452
dialect,6,4.26,5.35,68
dialogue,6.25,2.86,5,208
dialysis,3.24,4.91,3.23,77
diameter,4.76,4.04,5.28,53
diamond,6.88,5.82,5.64,1053
diaper,3.71,3.41,4.14,218
diaphragm,4.67,3.96,5.24,105
diarrhea,2.1,6.85,2.58,122
diary,6,3.73,6.86,458
dibs,5.21,4.62,5.35,118
dice,5.8,4.64,4.56,533
dicey,4.24,4.7,4.29,31
dick,3.06,5.6,3.44,2703
dickhead,2.6,5.26,3.5,161
dictate,4.4,3.24,4.96,89
dictation,4.26,2.94,4.47,48
dictator,2.77,5.5,4.19,108
dictatorship,2.62,6.38,2.76,47
diction,4.85,3.73,6.05,25
dictionary,6.05,2.91,5.88,190
diddle,4.75,3.15,4.95,43
die,1.67,6.9,3.28,13318
diesel,4.32,3.78,5.29,135
diet,4.42,3.83,5.29,784
differ,5.1,3.26,5.47,124
difference,4.89,3.15,5.44,4066
different,5.91,3.95,6.47,10686
differential,4,3.62,5.05,44
difficult,3.78,4.45,3.78,3068
difficulty,2.57,4.21,4.64,285
diffuse,5.04,3.86,4.75,50
dig,5.28,3.67,4.67,2357
digest,4.74,2.9,4.92,168
digestion,4.5,3.86,5.21,52
digestive,5,4,4.71,45
digit,4.84,3.05,4.35,30
digital,6,4.36,5.82,275
dignified,6.55,3.48,6.25,137
dignify,5.68,4.24,5.78,30
dignity,7.2,3.71,6.85,551
dike,4.22,4.85,4.92,21
dilation,5.16,4.14,4.19,29
dildo,4.57,5.09,5.48,68
dilemma,4.24,5.19,2.96,133
diligence,5.68,4.63,6.85,39
diligent,6.14,4.33,7.05,40
dill,5.85,3.25,5.76,90
dim,3.37,3.55,4.83,243
dime,5.58,3.52,5.32,615
dimension,5.24,3.73,5,236
dimensional,6.16,3.41,4.79,55
diminish,4.05,3.87,5.05,42
diminutive,4.42,3.5,4.62,20
dimwit,3.48,3.5,3.95,38
dine,6.6,4,6.05,219
diner,6.75,4.04,6.43,632
dinghy,4.82,4.17,4.67,36
dingo,5.65,4.25,4.8,66
dingy,3.45,4.57,4.89,31
dining,6.77,4.7,6.63,598
dinky,4.1,3.67,4.19,52
dinner,6.4,3.85,6.05,10336
dinnertime,6.58,5.2,6,91
dinosaur,6.11,5.33,4.41,203
diocese,5.05,4,4.54,41
dioxide,4.58,3.95,4.71,52
dip,5.42,3.35,5.2,406
diploma,6.32,5.25,6.82,129
diplomacy,5.53,5.22,5.42,81
diplomat,4.65,3.65,5.67,109
diplomatic,5.9,4.45,5.62,256
dipper,5.39,3.36,5.7,33
dipstick,4.09,3.52,3.8,25
dire,3,5,4.17,112
direct,5.75,4.29,6.38,1226
direction,5.45,3.33,6.18,1228
directive,5.7,4.3,5.96,90
director,4.95,3.75,6.89,1834
directory,5.21,3.33,6.13,84
dirt,4.5,3.44,4.7,1310
dirty,3.17,5.05,5.05,3389
disability,2.95,3.9,4.7,101
disable,3.58,3.6,4.04,79
disabled,2.7,3.71,4.52,177
disadvantage,2.68,3.9,3.62,57
disagree,2.84,4.9,5.45,338
disagreeable,3.29,4.26,4.48,49
disagreement,2.86,3.91,5.11,78
disappear,4.1,4.35,5.42,1069
disappearance,3.75,4.95,3.91,220
disappoint,3.38,3.91,4.07,431
disappointed,2.65,4.47,4.08,1124
disappointing,2.79,4.1,4.26,175
disappointment,2.79,4.9,4.08,277
disapproval,3.4,4.23,5.26,31
disapprove,3.55,3.81,5.21,58
disarm,4.38,3.7,5.94,109
disaster,1.71,6.35,2.97,881
disastrous,2.21,4.23,3.89,85
disband,4,3.38,5.36,27
disbelief,4.21,5.58,5.22,25
disc,5.6,3.56,5.58,131
discard,4,3.71,5.95,55
discerning,4.95,4.26,4.94,30
discharge,3.4,4.94,4,327
disciple,4.67,3.52,4.32,52
disciplinary,3.6,4.56,4.58,82
discipline,5.9,5.8,5.96,462
disciplined,6.15,4.4,5.72,88
disclose,4,4.45,5.89,88
disclosure,4.71,3.15,4.27,51
disco,5.76,5.25,5.24,294
discoloration,3.82,4.05,4.77,31
discomfort,2.84,4.43,3.55,81
disconcerting,3.58,4.36,4.84,27
disconnect,3.81,3.12,4.6,94
discontent,2.75,4.67,3.68,46
discontinue,3.94,3.89,4.41,34
discord,3.58,5.43,4.12,52
discount,5.78,4.62,5.86,243
discourage,3.05,3.73,3.71,68
discouraging,2.89,4.17,4.22,41
discourse,3.18,4.27,5.2,20
discover,7.18,5.7,6.79,614
discovery,6.81,6.04,6.25,584
discredit,3.14,4.05,4.29,46
discreet,5.05,3.4,6.45,207
discrepancy,3.43,3.75,3.73,45
discretion,5.4,3.57,5.88,187
discretionary,5.53,3,5.11,21
discriminate,3.18,4.05,5.05,41
discriminating,2.33,4.78,3.95,25
discrimination,2.45,5.62,4.57,111
discuss,5.89,2.76,6.44,2329
discussion,6.18,5,5.95,619
disdain,3.71,3.21,4.21,27
disdainful,3.13,4.7,4.48,3
disease,1.68,5.5,2.8,1335
diseased,2.24,5.48,3.08,58
disembodied,3.73,5.5,4.17,21
disengage,4.05,3.95,5.4,54
disgrace,2.45,4.28,3.32,409
disgraceful,2.35,4.08,2.79,93
disgruntled,3.11,3.55,3.64,53
disguise,4.81,4.36,4.76,398
disgust,3.32,5,4.84,141
disgusted,2.68,4.89,4.24,90
disgusting,2.27,6.15,4.79,1357
dish,5.7,3.57,5.5,584
dishonest,3,4.95,5,132
dishonesty,2.05,5.39,4.32,29
dishonor,2.37,4.82,3.79,61
dishonorable,2.33,5.76,3.71,32
dishwasher,5.32,3.05,5.21,103
disinfect,5.11,4,5.64,20
disinfectant,5.1,2.96,5.8,40
disintegrate,4.32,5.43,4.52,26
disk,5.24,2.95,5.22,338
dislike,3.25,4.27,5.81,200
disloyal,2.27,5.14,3.28,49
disloyalty,2.57,5.77,3.71,23
dismal,2.6,3.29,4.96,48
dismantle,4.74,4.05,4.5,46
dismay,3.1,2.85,3.95,23
dismiss,4.58,3.7,5.08,279
dismissal,4.05,4.48,4.79,57
dismissive,3.4,2.67,4.46,23
dismount,5.05,3.59,6.11,73
disobedience,3.32,4.5,4.41,39
disobey,3.19,5.35,4.33,84
disorder,3.76,4.9,4.19,364
disorderly,2.95,4.85,4.05,69
disorientation,3.57,5.1,3.14,29
disoriented,3.26,4.81,4,62
disown,2.29,4.54,3.64,21
disparage,3,3.96,3.52,44
dispatch,4.9,3.55,5.32,350
dispatcher,4.59,3.86,4.95,75
dispensary,5.05,4.14,5.08,21
dispense,5.24,2.95,5.45,69
dispenser,5.26,4.18,5.48,52
dispersal,4.91,4.43,5.16,23
disperse,4.19,3.67,5.12,91
displace,2.89,3.8,4.65,21
displacement,3.68,3.86,4.85,43
display,6.19,3.81,6.48,435
displease,2.63,5.71,4.45,22
displeased,3.41,4.22,5,39
displeasure,2.52,4.81,4.08,34
disposable,4,2.9,3.5,94
disposal,4,4.42,4.1,250
dispose,4,5.53,4.92,160
disposition,4.81,4.16,5.61,110
disprove,3.9,4.3,4.1,31
dispute,2.52,4.55,4.14,160
disqualify,2.47,4.7,3.45,33
disregard,4.52,3.5,4.88,179
disrespect,2.81,5.35,3.95,267
disrespectful,2.71,4.65,3.7,105
disrupt,3.48,4.87,4.62,65
disruption,3.32,5.48,3.9,51
disruptive,3.2,6.1,4.92,22
dissatisfied,3.25,4.82,4.74,48
dissect,3.95,5.43,5.16,50
dissection,3.11,4.32,4.91,44
dissent,4.8,4,3.84,30
dissertation,4.3,3.71,5.56,61
dissociative,3.58,4.61,4.07,29
dissolve,5.43,3.36,4.67,95
dissuade,4.11,3.35,4.96,27
distance,3.89,3.81,4.25,1306
distant,4.74,2.95,3.56,439
distasteful,3.17,5.05,3.92,60
distilled,5.16,3.11,4.68,32
distinct,5.55,3.67,5.8,155
distinction,5.05,3.6,6,150
distinctive,6.32,3.78,6.18,79
distinguish,5.26,3.87,5.43,91
distinguished,6.62,4.4,5.86,315
distinguishing,5.37,5.7,6,28
distort,3.38,3.62,4.7,20
distorted,3.89,5.29,4.09,103
distortion,3.5,4.43,3.86,60
distract,3.68,3.55,4.35,249
distraction,4.05,3.94,4,200
distraught,2.81,5.64,3.55,79
distress,3.25,4,3.9,371
distressed,3.38,6.28,4.16,71
distressing,3.58,5.52,4.5,42
distribute,5.05,3.72,4.82,76
distribution,5.5,3.45,5.21,157
distributor,4.62,3.2,5.74,78
district,4.9,3,4.62,1068
distrust,2.95,4.05,3.32,38
disturb,3.45,4.98,4.29,566
disturbance,2.68,5.19,3.3,201
disturbing,2.68,5.65,4.4,463
ditch,3.2,3.81,5.42,401
ditto,5.5,3.9,6,85
diva,3.68,4.55,5.71,78
dive,5.81,3.79,5.75,654
diver,5.66,5.42,5.9,124
diverse,6,3.64,6.17,39
diversion,5.22,4.48,5.65,158
diversionary,4.42,3.52,4.85,25
diversity,6.14,3.21,4.71,56
divert,4.42,4.1,5.47,103
divide,4.78,4.62,4.91,298
divine,7.15,3.05,5.96,594
division,4.42,3.57,5.48,946
divorce,2.49,5.39,4.02,1669
divorcee,3.29,3.8,4.16,24
divulge,4.79,5.43,5.04,65
dizziness,3.36,4.95,4.25,47
dizzy,3.14,4.67,3.55,430
do,5.41,3.67,6.35,312915
doable,5.52,4.24,6.65,47
doc,4.67,3.14,4.28,4122
docile,5.75,2.47,5.46,27
dock,5.05,3.44,5.88,497
docket,4.53,3.3,4.87,61
docking,5.2,3.74,5.71,108
doctor,5.93,4.05,4.69,13461
doctorate,5.95,3.91,6.52,46
doctrine,4.89,3,5.35,43
document,5.42,2.9,5.41,515
documentary,5.91,3.76,5.41,298
documentation,4.84,3.38,6.12,69
dodger,4.7,3.95,6.16,65
dodgy,4.79,4.55,4.62,22
doer,5.63,4.38,6.96,21
dog,7,5.43,5.73,9835
dogface,3.95,4.14,4.9,24
doggy,7,4.79,5.48,225
doghouse,5.1,2.68,4.72,57
dojo,6,4.15,5.38,46
dole,4.95,4.4,4.82,49
doll,5.88,3.51,5.66,1263
dollar,7.39,5.57,5.07,1410
dollhouse,5.6,3.55,6,22
